Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Quartile Number,Suppression Flag
Uninsured at the Time of Interview,By State,Pennsylvania,Pennsylvania,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,8.0,4.5,13.0,4.5 - 13.0,7.9-12.0,3,
Uninsured at the Time of Interview,By State,Rhode Island,Rhode Island,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,,,,,Estimate not reliable.,-1,1
Uninsured at the Time of Interview,By State,South Carolina,South Carolina,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,8.6,5.2,13.3,5.2 - 13.3,7.9-12.0,3,
Uninsured at the Time of Interview,By State,South Dakota,South Dakota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.7,8.4,20.7,8.4 - 20.7,12.1-23.7,4,
Uninsured at the Time of Interview,By State,Tennessee,Tennessee,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.8,8.9,17.6,8.9 - 17.6,12.1-23.7,4,
Uninsured at the Time of Interview,By State,Texas,Texas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,20.1,16.0,24.8,16.0 - 24.8,12.1-23.7,4,
Uninsured at the Time of Interview,By State,Utah,Utah,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.7,6.5,13.7,6.5 - 13.7,7.9-12.0,3,
Uninsured at the Time of Interview,By State,Vermont,Vermont,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,,,,,Estimate not reliable.,-1,1
Uninsured at the Time of Interview,By State,Virginia,Virginia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,4.8,2.6,7.9,2.6 - 7.9,<=6.1,1,
Uninsured at the Time of Interview,By State,Washington,Washington,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,6.4,4.2,9.2,4.2 - 9.2,6.2-7.8,2,
Uninsured at the Time of Interview,By State,West Virginia,West Virginia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,,,,,Estimate not reliable.,-1,1
Uninsured at the Time of Interview,By State,Wisconsin,Wisconsin,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,,,,,Estimate not reliable.,-1,1
Uninsured at the Time of Interview,By State,Wyoming,Wyoming,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,15.9,7.8,27.5,7.8 - 27.5,12.1-23.7,4,
Public Health Insurance Coverage,National Estimate,United States,United States,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.9,22.1,23.7,22.1 - 23.7,,,
Public Health Insurance Coverage,By Age,United States,18 - 24 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.6,15.4,24.2,15.4 - 24.2,,,
Public Health Insurance Coverage,By Age,United States,25 - 34 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.6,20.1,25.2,20.1 - 25.2,,,
Public Health Insurance Coverage,By Age,United States,35 - 44 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.1,21.5,24.7,21.5 - 24.7,,,
Public Health Insurance Coverage,By Age,United States,45 - 64 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.6,22.6,24.5,22.6 - 24.5,,,
Public Health Insurance Coverage,By Sex,United States,Male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.4,18.1,20.8,18.1 - 20.8,,,
Public Health Insurance Coverage,By Sex,United States,Female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.1,25.1,27.2,25.1 - 27.2,,,
Public Health Insurance Coverage,By Gender identity,United States,Cis-gender male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.1,17.8,20.5,17.8 - 20.5,,,
Public Health Insurance Coverage,By Gender identity,United States,Cis-gender female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.9,24.8,27.0,24.8 - 27.0,,,
Public Health Insurance Coverage,By Gender identity,United States,Transgender,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.2,16.4,42.6,16.4 - 42.6,,,
Public Health Insurance Coverage,By Sexual orientation,United States,Gay or lesbian,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.0,21.5,31.0,21.5 - 31.0,,,
Public Health Insurance Coverage,By Sexual orientation,United States,Straight,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.0,21.2,22.9,21.2 - 22.9,,,
Public Health Insurance Coverage,By Sexual orientation,United States,Bisexual,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.0,23.8,32.5,23.8 - 32.5,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.9,24.1,29.9,24.1 - 29.9,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.3,18.4,20.2,18.4 - 20.2,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,36.6,33.3,40.0,33.3 - 40.0,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,17.1,13.5,21.3,13.5 - 21.3,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.4,25.1,31.9,25.1 - 31.9,,,
Public Health Insurance Coverage,By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,40.1,34.6,45.7,34.6 - 45.7,,,
Public Health Insurance Coverage,By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.8,28.8,32.9,28.8 - 32.9,,,
Public Health Insurance Coverage,By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.6,24.2,27.1,24.2 - 27.1,,,
Public Health Insurance Coverage,By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.9,10.2,11.7,10.2 - 11.7,,,
Public Health Insurance Coverage,By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,43.1,40.8,45.5,40.8 - 45.5,,,
Public Health Insurance Coverage,By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.7,18.7,20.6,18.7 - 20.6,,,
Public Health Insurance Coverage,By State,Alabama,Alabama,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,18.5,13.8,24.1,13.8 - 24.1,10.3-18.5,1,
Public Health Insurance Coverage,By State,Alaska,Alaska,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.5,24.8,36.6,24.8 - 36.6,27.8-38.2,4,
Public Health Insurance Coverage,By State,Arizona,Arizona,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.8,21.7,32.4,21.7 - 32.4,22.7-27.7,3,
Public Health Insurance Coverage,By State,Arkansas,Arkansas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,38.2,31.1,45.6,31.1 - 45.6,27.8-38.2,4,
Public Health Insurance Coverage,By State,California,California,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.0,24.3,32.0,24.3 - 32.0,27.8-38.2,4,
Public Health Insurance Coverage,By State,Colorado,Colorado,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.1,18.0,26.8,18.0 - 26.8,18.6-22.6,2,
Public Health Insurance Coverage,By State,Connecticut,Connecticut,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.9,18.8,31.8,18.8 - 31.8,22.7-27.7,3,
Public Health Insurance Coverage,By State,Delaware,Delaware,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.2,19.1,34.4,19.1 - 34.4,22.7-27.7,3,
Public Health Insurance Coverage,By State,District of Columbia,District of Columbia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.6,17.1,31.1,17.1 - 31.1,22.7-27.7,3,
Public Health Insurance Coverage,By State,Florida,Florida,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,21.4,15.9,27.8,15.9 - 27.8,18.6-22.6,2,
Public Health Insurance Coverage,By State,Georgia,Georgia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.3,13.8,25.9,13.8 - 25.9,18.6-22.6,2,
Public Health Insurance Coverage,By State,Hawaii,Hawaii,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,32.0,24.7,39.9,24.7 - 39.9,27.8-38.2,4,
Public Health Insurance Coverage,By State,Idaho,Idaho,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,21.9,17.6,26.7,17.6 - 26.7,18.6-22.6,2,
Public Health Insurance Coverage,By State,Illinois,Illinois,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.3,15.1,24.1,15.1 - 24.1,18.6-22.6,2,
Public Health Insurance Coverage,By State,Indiana,Indiana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.9,20.9,31.3,20.9 - 31.3,22.7-27.7,3,
Public Health Insurance Coverage,By State,Iowa,Iowa,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.8,19.8,30.3,19.8 - 30.3,22.7-27.7,3,
Public Health Insurance Coverage,By State,Kansas,Kansas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.0,9.1,15.4,9.1 - 15.4,10.3-18.5,1,
Public Health Insurance Coverage,By State,Kentucky,Kentucky,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,33.9,24.2,44.7,24.2 - 44.7,27.8-38.2,4,
Public Health Insurance Coverage,By State,Louisiana,Louisiana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.4,22.0,35.6,22.0 - 35.6,27.8-38.2,4,
Public Health Insurance Coverage,By State,Maine,Maine,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.2,17.1,30.2,17.1 - 30.2,22.7-27.7,3,
Public Health Insurance Coverage,By State,Maryland,Maryland,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.7,20.2,27.5,20.2 - 27.5,22.7-27.7,3,
Public Health Insurance Coverage,By State,Massachusetts,Massachusetts,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,20.2,16.8,24.1,16.8 - 24.1,18.6-22.6,2,
Public Health Insurance Coverage,By State,Michigan,Michigan,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.7,22.6,33.3,22.6 - 33.3,22.7-27.7,3,
Public Health Insurance Coverage,By State,Minnesota,Minnesota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,14.6,11.6,18.1,11.6 - 18.1,10.3-18.5,1,
Public Health Insurance Coverage,By State,Mississippi,Mississippi,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.7,13.9,26.7,13.9 - 26.7,18.6-22.6,2,
Public Health Insurance Coverage,By State,Missouri,Missouri,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,15.1,11.1,19.9,11.1 - 19.9,10.3-18.5,1,
Public Health Insurance Coverage,By State,Montana,Montana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.6,21.7,36.2,21.7 - 36.2,27.8-38.2,4,
Public Health Insurance Coverage,By State,Nebraska,Nebraska,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,17.1,12.7,22.3,12.7 - 22.3,10.3-18.5,1,
Public Health Insurance Coverage,By State,Nevada,Nevada,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,21.6,16.7,27.2,16.7 - 27.2,18.6-22.6,2,
Public Health Insurance Coverage,By State,New Hampshire,New Hampshire,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,17.5,12.7,23.2,12.7 - 23.2,10.3-18.5,1,
Public Health Insurance Coverage,By State,New Jersey,New Jersey,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,20.8,15.0,27.7,15.0 - 27.7,18.6-22.6,2,
Public Health Insurance Coverage,By State,New Mexico,New Mexico,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,38.0,32.2,44.0,32.2 - 44.0,27.8-38.2,4,
Public Health Insurance Coverage,By State,New York,New York,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.0,22.8,33.8,22.8 - 33.8,27.8-38.2,4,
Public Health Insurance Coverage,By State,North Carolina,North Carolina,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,18.5,14.0,23.8,14.0 - 23.8,10.3-18.5,1,
Public Health Insurance Coverage,By State,North Dakota,North Dakota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,16.7,8.5,28.1,8.5 - 28.1,10.3-18.5,1,
Public Health Insurance Coverage,By State,Ohio,Ohio,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.0,22.4,34.1,22.4 - 34.1,27.8-38.2,4,
Public Health Insurance Coverage,By State,Oklahoma,Oklahoma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,21.6,16.8,27.2,16.8 - 27.2,18.6-22.6,2,
Public Health Insurance Coverage,By State,Oregon,Oregon,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.9,23.8,30.2,23.8 - 30.2,22.7-27.7,3,
Public Health Insurance Coverage,By State,Pennsylvania,Pennsylvania,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.6,18.4,27.3,18.4 - 27.3,18.6-22.6,2,
Public Health Insurance Coverage,By State,Rhode Island,Rhode Island,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.0,18.8,29.9,18.8 - 29.9,22.7-27.7,3,
Public Health Insurance Coverage,By State,South Carolina,South Carolina,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.7,21.1,35.0,21.1 - 35.0,22.7-27.7,3,
Public Health Insurance Coverage,By State,South Dakota,South Dakota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,11.8,7.3,17.7,7.3 - 17.7,10.3-18.5,1,
Public Health Insurance Coverage,By State,Tennessee,Tennessee,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.4,19.5,29.8,19.5 - 29.8,22.7-27.7,3,
Public Health Insurance Coverage,By State,Texas,Texas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,16.4,13.7,19.3,13.7 - 19.3,10.3-18.5,1,
Public Health Insurance Coverage,By State,Utah,Utah,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.3,7.9,13.1,7.9 - 13.1,10.3-18.5,1,
Public Health Insurance Coverage,By State,Vermont,Vermont,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.2,22.5,36.6,22.5 - 36.6,27.8-38.2,4,
Public Health Insurance Coverage,By State,Virginia,Virginia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,21.5,17.7,25.7,17.7 - 25.7,18.6-22.6,2,
Public Health Insurance Coverage,By State,Washington,Washington,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.5,15.5,24.0,15.5 - 24.0,18.6-22.6,2,
Public Health Insurance Coverage,By State,West Virginia,West Virginia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,33.8,24.8,43.7,24.8 - 43.7,27.8-38.2,4,
Public Health Insurance Coverage,By State,Wisconsin,Wisconsin,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,16.0,11.9,20.8,11.9 - 20.8,10.3-18.5,1,
Public Health Insurance Coverage,By State,Wyoming,Wyoming,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,13.3,9.1,18.6,9.1 - 18.6,10.3-18.5,1,
Private Health Insurance Coverage,National Estimate,United States,United States,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,76.8,75.9,77.7,75.9 - 77.7,,,
Private Health Insurance Coverage,By Age,United States,18 - 24 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,76.2,72.2,79.8,72.2 - 79.8,,,
Private Health Insurance Coverage,By Age,United States,25 - 34 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,71.6,68.8,74.3,68.8 - 74.3,,,
Private Health Insurance Coverage,By Age,United States,35 - 44 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,75.9,74.1,77.6,74.1 - 77.6,,,
Private Health Insurance Coverage,By Age,United States,45 - 64 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,79.9,78.8,80.9,78.8 - 80.9,,,
Private Health Insurance Coverage,By Sex,United States,Male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,79.1,77.7,80.4,77.7 - 80.4,,,
Private Health Insurance Coverage,By Sex,United States,Female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,74.7,73.5,75.8,73.5 - 75.8,,,
Private Health Insurance Coverage,By Gender identity,United States,Cis-gender male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,79.6,78.2,80.8,78.2 - 80.8,,,
Private Health Insurance Coverage,By Gender identity,United States,Cis-gender female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,74.7,73.6,75.9,73.6 - 75.9,,,
Private Health Insurance Coverage,By Gender identity,United States,Transgender,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,75.6,65.0,84.3,65.0 - 84.3,,,
Private Health Insurance Coverage,By Sexual orientation,United States,Gay or lesbian,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,77.9,72.5,82.6,72.5 - 82.6,,,
Private Health Insurance Coverage,By Sexual orientation,United States,Straight,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,77.7,76.7,78.7,76.7 - 78.7,,,
Private Health Insurance Coverage,By Sexual orientation,United States,Bisexual,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,68.7,64.6,72.5,64.6 - 72.5,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,66.3,62.7,69.7,62.7 - 69.7,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,80.9,79.9,81.8,79.9 - 81.8,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,69.4,66.2,72.4,66.2 - 72.4,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,85.9,82.5,88.9,82.5 - 88.9,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,70.6,66.4,74.6,66.4 - 74.6,,,
Private Health Insurance Coverage,By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,44.4,38.3,50.5,38.3 - 50.5,,,
Private Health Insurance Coverage,By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,66.4,64.5,68.3,64.5 - 68.3,,,
Private Health Insurance Coverage,By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,75.5,74.2,76.8,74.2 - 76.8,,,
Private Health Insurance Coverage,By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,92.2,91.5,92.8,91.5 - 92.8,,,
Private Health Insurance Coverage,By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,58.7,55.5,61.9,55.5 - 61.9,,,
Private Health Insurance Coverage,By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,80.0,78.9,81.0,78.9 - 81.0,,,
Private Health Insurance Coverage,By State,Alabama,Alabama,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,80.3,74.2,85.6,74.2 - 85.6,78.3-81.4,3,
Private Health Insurance Coverage,By State,Alaska,Alaska,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,68.6,63.8,73.2,63.8 - 73.2,59.6-72.7,1,
Private Health Insurance Coverage,By State,Arizona,Arizona,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,70.8,66.1,75.2,66.1 - 75.2,59.6-72.7,1,
Private Health Insurance Coverage,By State,Arkansas,Arkansas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,69.5,64.5,74.2,64.5 - 74.2,59.6-72.7,1,
Private Health Insurance Coverage,By State,California,California,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,75.7,72.4,78.8,72.4 - 78.8,72.8-78.2,2,
Private Health Insurance Coverage,By State,Colorado,Colorado,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,80.0,76.0,83.6,76.0 - 83.6,78.3-81.4,3,
Private Health Insurance Coverage,By State,Connecticut,Connecticut,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,80.0,73.6,85.5,73.6 - 85.5,78.3-81.4,3,
Private Health Insurance Coverage,By State,Delaware,Delaware,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,77.3,69.5,84.0,69.5 - 84.0,72.8-78.2,2,
Private Health Insurance Coverage,By State,District of Columbia,District of Columbia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,80.8,75.5,85.3,75.5 - 85.3,78.3-81.4,3,
Private Health Insurance Coverage,By State,Florida,Florida,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,77.9,73.5,81.9,73.5 - 81.9,72.8-78.2,2,
Private Health Insurance Coverage,By State,Georgia,Georgia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,69.6,62.2,76.2,62.2 - 76.2,59.6-72.7,1,
Private Health Insurance Coverage,By State,Hawaii,Hawaii,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,80.5,72.6,86.9,72.6 - 86.9,78.3-81.4,3,
Private Health Insurance Coverage,By State,Idaho,Idaho,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,81.8,77.5,85.6,77.5 - 85.6,81.5-85.8,4,
Private Health Insurance Coverage,By State,Illinois,Illinois,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,79.8,75.0,84.0,75.0 - 84.0,78.3-81.4,3,
Private Health Insurance Coverage,By State,Indiana,Indiana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,79.7,74.5,84.3,74.5 - 84.3,78.3-81.4,3,
Private Health Insurance Coverage,By State,Iowa,Iowa,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,78.8,74.2,82.9,74.2 - 82.9,78.3-81.4,3,
Private Health Insurance Coverage,By State,Kansas,Kansas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,83.0,77.2,87.8,77.2 - 87.8,81.5-85.8,4,
Private Health Insurance Coverage,By State,Kentucky,Kentucky,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,70.6,62.1,78.1,62.1 - 78.1,59.6-72.7,1,
Private Health Insurance Coverage,By State,Louisiana,Louisiana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,71.4,63.8,78.1,63.8 - 78.1,59.6-72.7,1,
Private Health Insurance Coverage,By State,Maine,Maine,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,80.3,73.8,85.7,73.8 - 85.7,78.3-81.4,3,
Private Health Insurance Coverage,By State,Maryland,Maryland,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,81.4,77.6,84.8,77.6 - 84.8,78.3-81.4,3,
Private Health Insurance Coverage,By State,Massachusetts,Massachusetts,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,83.2,78.7,87.1,78.7 - 87.1,81.5-85.8,4,
Private Health Insurance Coverage,By State,Michigan,Michigan,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,76.6,72.4,80.4,72.4 - 80.4,72.8-78.2,2,
Private Health Insurance Coverage,By State,Minnesota,Minnesota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,85.2,81.5,88.5,81.5 - 88.5,81.5-85.8,4,
Private Health Insurance Coverage,By State,Mississippi,Mississippi,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,66.7,56.1,76.2,56.1 - 76.2,59.6-72.7,1,
Private Health Insurance Coverage,By State,Missouri,Missouri,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,77.9,72.3,82.8,72.3 - 82.8,72.8-78.2,2,
Private Health Insurance Coverage,By State,Montana,Montana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,70.3,61.3,78.3,61.3 - 78.3,59.6-72.7,1,
Private Health Insurance Coverage,By State,Nebraska,Nebraska,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,84.3,78.9,88.8,78.9 - 88.8,81.5-85.8,4,
Private Health Insurance Coverage,By State,Nevada,Nevada,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,75.6,69.4,81.0,69.4 - 81.0,72.8-78.2,2,
